precision,recall,f1-score,support,accuracy
0.6397205588822356,0.45557924662402277,0.5321710253217102,1407.0,
0.611764705882353,0.3326226012793177,0.4309392265193371,469.0,
0.8339288752765016,0.9321034613921643,0.880287382128424,5258.0,
0.7987104008971124,0.7987104008971124,0.7987104008971124,0.7987104008971124,0.7987104008971124
0.6951380466803635,0.5734351030985015,0.6144658779898237,7134.0,
0.7810208157569349,0.7987104008971124,0.7820894568399872,7134.0,0.7987104008971124
