precision,recall,f1-score,support,accuracy
0.9070667957405615,0.665955934612651,0.7680327868852459,1407.0,
0.8904109589041096,0.5543710021321961,0.683311432325887,469.0,
0.8912033052160441,0.9845949030049449,0.9355742296918768,5258.0,
0.8934679001962433,0.8934679001962433,0.8934679001962433,0.8934679001962433,0.8934679001962433
0.8962270199535717,0.734973946583264,0.7956394829676698,7134.0,
0.8942798850797529,0.8934679001962433,0.8859468030036823,7134.0,0.8934679001962433
