precision,recall,f1-score,support,accuracy
0.8674884437596302,0.40014214641080315,0.5476653696498055,1407.0,
0.9761904761904762,0.17484008528784648,0.29656419529837247,469.0,
0.8122168411185752,0.9887790034233549,0.8918432112531092,5258.0,
0.8191757779646762,0.8191757779646762,0.8191757779646762,0.8191757779646762,0.8191757779646762
0.8852985870228939,0.5212537450406681,0.578690925400429,7134.0,
0.8338976344693863,0.8191757779646762,0.7848283413878695,7134.0,0.8191757779646762
